OBJECTID,INCNUM,INCIDENT_TYPE,SERVICE_TYPE,SOURCE,OCCURRED_DT,OCCURRED_TM,UDTEXT24A,UDTEXT24B,UDTEXT24C,UDTEXT24D,ALG_CLASS,ALLEGATION,FINDING,ADDR_TXT,STREET_N,STREET,STREET_T,STREET_G,CITY,CITNUM,RACE,SEX,CIT_AGE,OFFNUM,OFF_RACE,OFF_SEX,OFF_AGE,OFF_YR_EMPLOY,LINKNUM
6806,23218,Citizen Complaint,Not Applicable,CPCO (Formal),2017/09/21,12:00:00,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW DAY SHIFT,SW DAY SHIFT,,,Exonerated,Incident Location,5109,Melville ,Way,,Indianapolis,13810,White,Male,45,1303,White,Male,44,18,I172581143
6807,23218,Citizen Complaint,Not Applicable,CPCO (Formal),2017/09/21,12:00:00,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW DAY SHIFT,SW DAY SHIFT,,,Exonerated,Incident Location,5109,Melville ,Way,,Indianapolis,13810,White,Male,45,1303,White,Male,44,18,I172581143
6808,23218,Citizen Complaint,Not Applicable,CPCO (Formal),2017/09/21,12:00:00,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW DAY SHIFT,SW DAY SHIFT,Citizen Interaction,Intimidation/Improper Display of Police Authority,Exonerated,Incident Location,5109,Melville ,Way,,Indianapolis,13810,White,Male,45,1303,White,Male,44,18,20170915A0032
6809,23218,Citizen Complaint,Not Applicable,CPCO (Formal),2017/09/21,12:00:00,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW DAY SHIFT,SW DAY SHIFT,,,Exonerated,Incident Location,5109,Melville ,Way,,Indianapolis,13810,White,Male,45,1303,White,Male,44,18,20170915A0032
6810,23218,Citizen Complaint,Not Applicable,CPCO (Formal),2017/09/21,12:00:00,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW DAY SHIFT,SW DAY SHIFT,,,Exonerated,Incident Location,5109,Melville ,Way,,Indianapolis,13810,White,Male,45,1303,White,Male,44,18,20170915A0032
6811,23218,Citizen Complaint,Not Applicable,CPCO (Formal),2017/09/21,12:00:00,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW DAY SHIFT,SW DAY SHIFT,Citizen Interaction,Intimidation/Improper Display of Police Authority,Exonerated,Incident Location,5109,Melville ,Way,,Indianapolis,13810,White,Male,45,1303,White,Male,44,18,DP17-107139
6812,23218,Citizen Complaint,Not Applicable,CPCO (Formal),2017/09/21,12:00:00,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW DAY SHIFT,SW DAY SHIFT,,,Exonerated,Incident Location,5109,Melville ,Way,,Indianapolis,13810,White,Male,45,1303,White,Male,44,18,DP17-107139
6813,23218,Citizen Complaint,Not Applicable,CPCO (Formal),2017/09/21,12:00:00,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW DAY SHIFT,SW DAY SHIFT,,,Exonerated,Incident Location,5109,Melville ,Way,,Indianapolis,13810,White,Male,45,1303,White,Male,44,18,DP17-107139
6814,23218,Citizen Complaint,Not Applicable,CPCO (Formal),2017/09/21,12:00:00,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW DAY SHIFT,SW DAY SHIFT,Citizen Interaction,Intimidation/Improper Display of Police Authority,Exonerated,Incident Location,5109,Melville ,Way,,Indianapolis,13810,White,Male,45,1303,White,Male,44,18,I172581143
6815,23218,Citizen Complaint,Not Applicable,CPCO (Formal),2017/09/21,12:00:00,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW DAY SHIFT,SW DAY SHIFT,,,Exonerated,Incident Location,5109,Melville ,Way,,Indianapolis,13810,White,Male,45,1303,White,Male,44,18,I172581143
6816,23218,Citizen Complaint,Not Applicable,CPCO (Formal),2017/09/21,12:00:00,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW DAY SHIFT,SW DAY SHIFT,,,Exonerated,Incident Location,5109,Melville ,Way,,Indianapolis,13810,White,Male,45,1303,White,Male,44,18,I172581143
6817,23218,Citizen Complaint,Not Applicable,CPCO (Formal),2017/09/21,12:00:00,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW DAY SHIFT,SW DAY SHIFT,Citizen Interaction,Intimidation/Improper Display of Police Authority,Exonerated,Incident Location,5109,Melville ,Way,,Indianapolis,13810,White,Male,45,1303,White,Male,44,18,2017921A0030
6818,23218,Citizen Complaint,Not Applicable,CPCO (Formal),2017/09/21,12:00:00,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW DAY SHIFT,SW DAY SHIFT,,,Exonerated,Incident Location,5109,Melville ,Way,,Indianapolis,13810,White,Male,45,1303,White,Male,44,18,2017921A0030
6819,23218,Citizen Complaint,Not Applicable,CPCO (Formal),2017/09/21,12:00:00,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW DAY SHIFT,SW DAY SHIFT,,,Exonerated,Incident Location,5109,Melville ,Way,,Indianapolis,13810,White,Male,45,1303,White,Male,44,18,2017921A0030
6820,23218,Citizen Complaint,Not Applicable,CPCO (Formal),2017/09/21,12:00:00,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW DAY SHIFT,SW DAY SHIFT,,,Exonerated,Incident Location,5109,Melville ,Way,,Indianapolis,13810,White,Male,45,727,Hispanic,Male,49,19,17-046
6821,23218,Citizen Complaint,Not Applicable,CPCO (Formal),2017/09/21,12:00:00,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW DAY SHIFT,SW DAY SHIFT,,,Exonerated,Incident Location,5109,Melville ,Way,,Indianapolis,13810,White,Male,45,727,Hispanic,Male,49,19,DP17-104551
6822,23218,Citizen Complaint,Not Applicable,CPCO (Formal),2017/09/21,12:00:00,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW DAY SHIFT,SW DAY SHIFT,,,Exonerated,Incident Location,5109,Melville ,Way,,Indianapolis,13810,White,Male,45,727,Hispanic,Male,49,19,I172581143
6823,23218,Citizen Complaint,Not Applicable,CPCO (Formal),2017/09/21,12:00:00,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW DAY SHIFT,SW DAY SHIFT,,,Exonerated,Incident Location,5109,Melville ,Way,,Indianapolis,13810,White,Male,45,727,Hispanic,Male,49,19,20170915A0032
6824,23218,Citizen Complaint,Not Applicable,CPCO (Formal),2017/09/21,12:00:00,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW DAY SHIFT,SW DAY SHIFT,,,Exonerated,Incident Location,5109,Melville ,Way,,Indianapolis,13810,White,Male,45,727,Hispanic,Male,49,19,DP17-107139
6825,23218,Citizen Complaint,Not Applicable,CPCO (Formal),2017/09/21,12:00:00,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW DAY SHIFT,SW DAY SHIFT,,,Exonerated,Incident Location,5109,Melville ,Way,,Indianapolis,13810,White,Male,45,727,Hispanic,Male,49,19,I172581143
6826,23218,Citizen Complaint,Not Applicable,CPCO (Formal),2017/09/21,12:00:00,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW DAY SHIFT,SW DAY SHIFT,,,Exonerated,Incident Location,5109,Melville ,Way,,Indianapolis,13810,White,Male,45,727,Hispanic,Male,49,19,2017921A0030
6827,23295,Citizen Complaint,Warrant Service,CPCO (Formal),2017/08/03,12:00:00,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,ND DETECTIVE DAY SHIFT,Citizen Interaction,Indecent or lewd language,Not Sustained,Incident Location,604,38th,Street,E,Indianapolis,13850,White,Female,48,3281,White,Male,29,2,17-047
6828,23295,Citizen Complaint,Warrant Service,CPCO (Formal),2017/08/03,12:00:00,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,ND DETECTIVE DAY SHIFT,Use of Force,Members shall not use more force than reasonably necessary,Not Sustained,Incident Location,604,38th,Street,E,Indianapolis,13850,White,Female,48,3281,White,Male,29,2,17-047
6829,23295,Citizen Complaint,Warrant Service,CPCO (Formal),2017/08/03,12:00:00,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,ND DETECTIVE DAY SHIFT,Substandard Performance,Failure to perform duties which maintain satisfactory standards of efficiency/objectives of department.,Not Sustained,Incident Location,604,38th,Street,E,Indianapolis,13850,White,Female,48,3281,White,Male,29,2,17-047
6830,23295,Citizen Complaint,Warrant Service,CPCO (Formal),2017/08/03,12:00:00,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,ND DETECTIVE DAY SHIFT,Citizen Interaction,Indecent or lewd language,Not Sustained,Incident Location,604,38th,Street,E,Indianapolis,13850,White,Female,48,3281,White,Male,29,2,I172151713
6831,23295,Citizen Complaint,Warrant Service,CPCO (Formal),2017/08/03,12:00:00,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,ND DETECTIVE DAY SHIFT,Use of Force,Members shall not use more force than reasonably necessary,Not Sustained,Incident Location,604,38th,Street,E,Indianapolis,13850,White,Female,48,3281,White,Male,29,2,I172151713
6832,23295,Citizen Complaint,Warrant Service,CPCO (Formal),2017/08/03,12:00:00,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,ND DETECTIVE DAY SHIFT,Substandard Performance,Failure to perform duties which maintain satisfactory standards of efficiency/objectives of department.,Not Sustained,Incident Location,604,38th,Street,E,Indianapolis,13850,White,Female,48,3281,White,Male,29,2,I172151713
6833,23295,Citizen Complaint,Warrant Service,CPCO (Formal),2017/08/03,12:00:00,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,ND DETECTIVE DAY SHIFT,Citizen Interaction,Indecent or lewd language,Not Sustained,Incident Location,604,38th,Street,E,Indianapolis,13850,White,Female,48,3281,White,Male,29,2,DP17-086580
6834,23295,Citizen Complaint,Warrant Service,CPCO (Formal),2017/08/03,12:00:00,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,ND DETECTIVE DAY SHIFT,Use of Force,Members shall not use more force than reasonably necessary,Not Sustained,Incident Location,604,38th,Street,E,Indianapolis,13850,White,Female,48,3281,White,Male,29,2,DP17-086580
6835,23295,Citizen Complaint,Warrant Service,CPCO (Formal),2017/08/03,12:00:00,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,ND DETECTIVE DAY SHIFT,Substandard Performance,Failure to perform duties which maintain satisfactory standards of efficiency/objectives of department.,Not Sustained,Incident Location,604,38th,Street,E,Indianapolis,13850,White,Female,48,3281,White,Male,29,2,DP17-086580
6836,23295,Citizen Complaint,Warrant Service,CPCO (Formal),2017/08/03,12:00:00,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,ND DETECTIVE DAY SHIFT,Citizen Interaction,Indecent or lewd language,Not Sustained,Incident Location,604,38th,Street,E,Indianapolis,13850,White,Female,48,3281,White,Male,29,2,I172151289
6837,23295,Citizen Complaint,Warrant Service,CPCO (Formal),2017/08/03,12:00:00,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,ND DETECTIVE DAY SHIFT,Use of Force,Members shall not use more force than reasonably necessary,Not Sustained,Incident Location,604,38th,Street,E,Indianapolis,13850,White,Female,48,3281,White,Male,29,2,I172151289
6838,23295,Citizen Complaint,Warrant Service,CPCO (Formal),2017/08/03,12:00:00,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,ND DETECTIVE DAY SHIFT,Substandard Performance,Failure to perform duties which maintain satisfactory standards of efficiency/objectives of department.,Not Sustained,Incident Location,604,38th,Street,E,Indianapolis,13850,White,Female,48,3281,White,Male,29,2,I172151289
6839,23295,Citizen Complaint,Warrant Service,CPCO (Formal),2017/08/03,12:00:00,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,ND DETECTIVE DAY SHIFT,,,,Incident Location,604,38th,Street,E,Indianapolis,13850,White,Female,48,291,White,Male,64,35,17-047
6840,23295,Citizen Complaint,Warrant Service,CPCO (Formal),2017/08/03,12:00:00,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,ND DETECTIVE DAY SHIFT,,,,Incident Location,604,38th,Street,E,Indianapolis,13850,White,Female,48,291,White,Male,64,35,I172151713
6841,23295,Citizen Complaint,Warrant Service,CPCO (Formal),2017/08/03,12:00:00,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,ND DETECTIVE DAY SHIFT,,,,Incident Location,604,38th,Street,E,Indianapolis,13850,White,Female,48,291,White,Male,64,35,DP17-086580
6842,23295,Citizen Complaint,Warrant Service,CPCO (Formal),2017/08/03,12:00:00,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,ND DETECTIVE DAY SHIFT,,,,Incident Location,604,38th,Street,E,Indianapolis,13850,White,Female,48,291,White,Male,64,35,I172151289
6843,23295,Citizen Complaint,Warrant Service,CPCO (Formal),2017/08/03,12:00:00,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,ND DETECTIVE DAY SHIFT,Citizen Interaction,Indecent or lewd language,Not Sustained,Incident Location,604,38th,Street,E,Indianapolis,13850,White,Female,48,3322,White,Male,29,2,17-047
6844,23295,Citizen Complaint,Warrant Service,CPCO (Formal),2017/08/03,12:00:00,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,ND DETECTIVE DAY SHIFT,Use of Force,Members shall not use more force than reasonably necessary,Not Sustained,Incident Location,604,38th,Street,E,Indianapolis,13850,White,Female,48,3322,White,Male,29,2,17-047
6845,23295,Citizen Complaint,Warrant Service,CPCO (Formal),2017/08/03,12:00:00,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,ND DETECTIVE DAY SHIFT,Substandard Performance,Failure to perform duties which maintain satisfactory standards of efficiency/objectives of department.,Not Sustained,Incident Location,604,38th,Street,E,Indianapolis,13850,White,Female,48,3322,White,Male,29,2,17-047
6846,23295,Citizen Complaint,Warrant Service,CPCO (Formal),2017/08/03,12:00:00,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,ND DETECTIVE DAY SHIFT,Citizen Interaction,Indecent or lewd language,Not Sustained,Incident Location,604,38th,Street,E,Indianapolis,13850,White,Female,48,3322,White,Male,29,2,I172151713
6847,23295,Citizen Complaint,Warrant Service,CPCO (Formal),2017/08/03,12:00:00,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,ND DETECTIVE DAY SHIFT,Use of Force,Members shall not use more force than reasonably necessary,Not Sustained,Incident Location,604,38th,Street,E,Indianapolis,13850,White,Female,48,3322,White,Male,29,2,I172151713
6848,23295,Citizen Complaint,Warrant Service,CPCO (Formal),2017/08/03,12:00:00,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,ND DETECTIVE DAY SHIFT,Substandard Performance,Failure to perform duties which maintain satisfactory standards of efficiency/objectives of department.,Not Sustained,Incident Location,604,38th,Street,E,Indianapolis,13850,White,Female,48,3322,White,Male,29,2,I172151713
6849,23295,Citizen Complaint,Warrant Service,CPCO (Formal),2017/08/03,12:00:00,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,ND DETECTIVE DAY SHIFT,Citizen Interaction,Indecent or lewd language,Not Sustained,Incident Location,604,38th,Street,E,Indianapolis,13850,White,Female,48,3322,White,Male,29,2,DP17-086580
6850,23295,Citizen Complaint,Warrant Service,CPCO (Formal),2017/08/03,12:00:00,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,ND DETECTIVE DAY SHIFT,Use of Force,Members shall not use more force than reasonably necessary,Not Sustained,Incident Location,604,38th,Street,E,Indianapolis,13850,White,Female,48,3322,White,Male,29,2,DP17-086580
6851,23295,Citizen Complaint,Warrant Service,CPCO (Formal),2017/08/03,12:00:00,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,ND DETECTIVE DAY SHIFT,Substandard Performance,Failure to perform duties which maintain satisfactory standards of efficiency/objectives of department.,Not Sustained,Incident Location,604,38th,Street,E,Indianapolis,13850,White,Female,48,3322,White,Male,29,2,DP17-086580
6852,23295,Citizen Complaint,Warrant Service,CPCO (Formal),2017/08/03,12:00:00,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,ND DETECTIVE DAY SHIFT,Citizen Interaction,Indecent or lewd language,Not Sustained,Incident Location,604,38th,Street,E,Indianapolis,13850,White,Female,48,3322,White,Male,29,2,I172151289
6853,23295,Citizen Complaint,Warrant Service,CPCO (Formal),2017/08/03,12:00:00,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,ND DETECTIVE DAY SHIFT,Use of Force,Members shall not use more force than reasonably necessary,Not Sustained,Incident Location,604,38th,Street,E,Indianapolis,13850,White,Female,48,3322,White,Male,29,2,I172151289
6854,23295,Citizen Complaint,Warrant Service,CPCO (Formal),2017/08/03,12:00:00,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,ND DETECTIVE DAY SHIFT,Substandard Performance,Failure to perform duties which maintain satisfactory standards of efficiency/objectives of department.,Not Sustained,Incident Location,604,38th,Street,E,Indianapolis,13850,White,Female,48,3322,White,Male,29,2,I172151289
6855,23295,Citizen Complaint,Warrant Service,CPCO (Formal),2017/08/03,12:00:00,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,ND DETECTIVE DAY SHIFT,Citizen Interaction,Indecent or lewd language,Not Sustained,Incident Location,604,38th,Street,E,Indianapolis,13850,White,Female,48,3283,White,Male,26,2,17-047
6856,23295,Citizen Complaint,Warrant Service,CPCO (Formal),2017/08/03,12:00:00,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,ND DETECTIVE DAY SHIFT,Use of Force,Members shall not use more force than reasonably necessary,Not Sustained,Incident Location,604,38th,Street,E,Indianapolis,13850,White,Female,48,3283,White,Male,26,2,17-047
6857,23295,Citizen Complaint,Warrant Service,CPCO (Formal),2017/08/03,12:00:00,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,ND DETECTIVE DAY SHIFT,Substandard Performance,Failure to perform duties which maintain satisfactory standards of efficiency/objectives of department.,Not Sustained,Incident Location,604,38th,Street,E,Indianapolis,13850,White,Female,48,3283,White,Male,26,2,17-047
6858,23295,Citizen Complaint,Warrant Service,CPCO (Formal),2017/08/03,12:00:00,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,ND DETECTIVE DAY SHIFT,Citizen Interaction,Indecent or lewd language,Not Sustained,Incident Location,604,38th,Street,E,Indianapolis,13850,White,Female,48,3283,White,Male,26,2,I172151713
6859,23295,Citizen Complaint,Warrant Service,CPCO (Formal),2017/08/03,12:00:00,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,ND DETECTIVE DAY SHIFT,Use of Force,Members shall not use more force than reasonably necessary,Not Sustained,Incident Location,604,38th,Street,E,Indianapolis,13850,White,Female,48,3283,White,Male,26,2,I172151713
6860,23295,Citizen Complaint,Warrant Service,CPCO (Formal),2017/08/03,12:00:00,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,ND DETECTIVE DAY SHIFT,Substandard Performance,Failure to perform duties which maintain satisfactory standards of efficiency/objectives of department.,Not Sustained,Incident Location,604,38th,Street,E,Indianapolis,13850,White,Female,48,3283,White,Male,26,2,I172151713
6861,23295,Citizen Complaint,Warrant Service,CPCO (Formal),2017/08/03,12:00:00,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,ND DETECTIVE DAY SHIFT,Citizen Interaction,Indecent or lewd language,Not Sustained,Incident Location,604,38th,Street,E,Indianapolis,13850,White,Female,48,3283,White,Male,26,2,DP17-086580
6862,23295,Citizen Complaint,Warrant Service,CPCO (Formal),2017/08/03,12:00:00,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,ND DETECTIVE DAY SHIFT,Use of Force,Members shall not use more force than reasonably necessary,Not Sustained,Incident Location,604,38th,Street,E,Indianapolis,13850,White,Female,48,3283,White,Male,26,2,DP17-086580
6863,23295,Citizen Complaint,Warrant Service,CPCO (Formal),2017/08/03,12:00:00,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,ND DETECTIVE DAY SHIFT,Substandard Performance,Failure to perform duties which maintain satisfactory standards of efficiency/objectives of department.,Not Sustained,Incident Location,604,38th,Street,E,Indianapolis,13850,White,Female,48,3283,White,Male,26,2,DP17-086580
6864,23295,Citizen Complaint,Warrant Service,CPCO (Formal),2017/08/03,12:00:00,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,ND DETECTIVE DAY SHIFT,Citizen Interaction,Indecent or lewd language,Not Sustained,Incident Location,604,38th,Street,E,Indianapolis,13850,White,Female,48,3283,White,Male,26,2,I172151289
6865,23295,Citizen Complaint,Warrant Service,CPCO (Formal),2017/08/03,12:00:00,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,ND DETECTIVE DAY SHIFT,Use of Force,Members shall not use more force than reasonably necessary,Not Sustained,Incident Location,604,38th,Street,E,Indianapolis,13850,White,Female,48,3283,White,Male,26,2,I172151289
6866,23295,Citizen Complaint,Warrant Service,CPCO (Formal),2017/08/03,12:00:00,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,ND DETECTIVE DAY SHIFT,Substandard Performance,Failure to perform duties which maintain satisfactory standards of efficiency/objectives of department.,Not Sustained,Incident Location,604,38th,Street,E,Indianapolis,13850,White,Female,48,3283,White,Male,26,2,I172151289
6867,23295,Citizen Complaint,Warrant Service,CPCO (Formal),2017/08/03,12:00:00,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,ND DETECTIVE DAY SHIFT,Citizen Interaction,Indecent or lewd language,Not Sustained,Incident Location,604,38th,Street,E,Indianapolis,13850,White,Female,48,100,White,Male,50,20,17-047
6868,23295,Citizen Complaint,Warrant Service,CPCO (Formal),2017/08/03,12:00:00,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,ND DETECTIVE DAY SHIFT,Use of Force,Members shall not use more force than reasonably necessary,Not Sustained,Incident Location,604,38th,Street,E,Indianapolis,13850,White,Female,48,100,White,Male,50,20,17-047
6869,23295,Citizen Complaint,Warrant Service,CPCO (Formal),2017/08/03,12:00:00,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,ND DETECTIVE DAY SHIFT,Substandard Performance,Failure to perform duties which maintain satisfactory standards of efficiency/objectives of department.,Not Sustained,Incident Location,604,38th,Street,E,Indianapolis,13850,White,Female,48,100,White,Male,50,20,17-047
6870,23295,Citizen Complaint,Warrant Service,CPCO (Formal),2017/08/03,12:00:00,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,ND DETECTIVE DAY SHIFT,Citizen Interaction,Indecent or lewd language,Not Sustained,Incident Location,604,38th,Street,E,Indianapolis,13850,White,Female,48,100,White,Male,50,20,I172151713
6871,23295,Citizen Complaint,Warrant Service,CPCO (Formal),2017/08/03,12:00:00,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,ND DETECTIVE DAY SHIFT,Use of Force,Members shall not use more force than reasonably necessary,Not Sustained,Incident Location,604,38th,Street,E,Indianapolis,13850,White,Female,48,100,White,Male,50,20,I172151713
6872,23295,Citizen Complaint,Warrant Service,CPCO (Formal),2017/08/03,12:00:00,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,ND DETECTIVE DAY SHIFT,Substandard Performance,Failure to perform duties which maintain satisfactory standards of efficiency/objectives of department.,Not Sustained,Incident Location,604,38th,Street,E,Indianapolis,13850,White,Female,48,100,White,Male,50,20,I172151713
6873,23295,Citizen Complaint,Warrant Service,CPCO (Formal),2017/08/03,12:00:00,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,ND DETECTIVE DAY SHIFT,Citizen Interaction,Indecent or lewd language,Not Sustained,Incident Location,604,38th,Street,E,Indianapolis,13850,White,Female,48,100,White,Male,50,20,DP17-086580
6874,23295,Citizen Complaint,Warrant Service,CPCO (Formal),2017/08/03,12:00:00,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,ND DETECTIVE DAY SHIFT,Use of Force,Members shall not use more force than reasonably necessary,Not Sustained,Incident Location,604,38th,Street,E,Indianapolis,13850,White,Female,48,100,White,Male,50,20,DP17-086580
6875,23295,Citizen Complaint,Warrant Service,CPCO (Formal),2017/08/03,12:00:00,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,ND DETECTIVE DAY SHIFT,Substandard Performance,Failure to perform duties which maintain satisfactory standards of efficiency/objectives of department.,Not Sustained,Incident Location,604,38th,Street,E,Indianapolis,13850,White,Female,48,100,White,Male,50,20,DP17-086580
6876,23295,Citizen Complaint,Warrant Service,CPCO (Formal),2017/08/03,12:00:00,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,ND DETECTIVE DAY SHIFT,Citizen Interaction,Indecent or lewd language,Not Sustained,Incident Location,604,38th,Street,E,Indianapolis,13850,White,Female,48,100,White,Male,50,20,I172151289
6877,23295,Citizen Complaint,Warrant Service,CPCO (Formal),2017/08/03,12:00:00,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,ND DETECTIVE DAY SHIFT,Use of Force,Members shall not use more force than reasonably necessary,Not Sustained,Incident Location,604,38th,Street,E,Indianapolis,13850,White,Female,48,100,White,Male,50,20,I172151289
6878,23295,Citizen Complaint,Warrant Service,CPCO (Formal),2017/08/03,12:00:00,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,ND DETECTIVE DAY SHIFT,Substandard Performance,Failure to perform duties which maintain satisfactory standards of efficiency/objectives of department.,Not Sustained,Incident Location,604,38th,Street,E,Indianapolis,13850,White,Female,48,100,White,Male,50,20,I172151289
6879,23295,Citizen Complaint,Warrant Service,CPCO (Formal),2017/08/03,12:00:00,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,ND DETECTIVE DAY SHIFT,Citizen Interaction,"Rude, demeaning, or affronting language",Sustained,Incident Location,604,38th,Street,E,Indianapolis,13850,White,Female,48,3233,Black,Male,27,3,17-047
6880,23295,Citizen Complaint,Warrant Service,CPCO (Formal),2017/08/03,12:00:00,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,ND DETECTIVE DAY SHIFT,Citizen Interaction,Indecent or lewd language,Not Sustained,Incident Location,604,38th,Street,E,Indianapolis,13850,White,Female,48,3233,Black,Male,27,3,17-047
6881,23295,Citizen Complaint,Warrant Service,CPCO (Formal),2017/08/03,12:00:00,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,ND DETECTIVE DAY SHIFT,Use of Force,Members shall not use more force than reasonably necessary,Not Sustained,Incident Location,604,38th,Street,E,Indianapolis,13850,White,Female,48,3233,Black,Male,27,3,17-047
6882,23295,Citizen Complaint,Warrant Service,CPCO (Formal),2017/08/03,12:00:00,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,ND DETECTIVE DAY SHIFT,Substandard Performance,Failure to perform duties which maintain satisfactory standards of efficiency/objectives of department.,Not Sustained,Incident Location,604,38th,Street,E,Indianapolis,13850,White,Female,48,3233,Black,Male,27,3,17-047
6883,23295,Citizen Complaint,Warrant Service,CPCO (Formal),2017/08/03,12:00:00,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,ND DETECTIVE DAY SHIFT,Violation of Any Rule,"Failure to obey all orders, rules, regulations, policies, and SOPs",Sustained,Incident Location,604,38th,Street,E,Indianapolis,13850,White,Female,48,3233,Black,Male,27,3,17-047
